session_id,item_id,label
43431,26188,0
43431,7670,0
45062,18626,1
45062,5639,0
45062,10826,0
45062,18719,0
45062,8684,0
46840,17599,1
46840,17729,0
46840,10052,0
46840,5406,0
46840,21401,0
48047,13023,1
48047,22559,0
48047,26938,0
48047,23977,0
48047,8926,0
48444,10997,1
48444,6285,0
48444,1234,0
48444,22532,0
48444,6392,0
49096,1704,1
49096,26904,0
49096,13247,0
49096,12845,0
49096,21231,0
49622,26507,1
49622,6721,0
49622,14428,0
49622,13994,0
49622,17608,0
50237,2814,1
50237,23666,0
50237,26871,0
50237,7963,0
50237,26291,0
50706,8751,1
50706,18994,0
50706,23111,0
50706,17653,0
50706,5412,0
50873,13994,1
50873,15713,0
50873,6267,0
50873,11603,0
50873,14099,0
51645,13081,1
51645,6500,0
51645,3388,0
51645,16560,0
51645,27264,0
51776,3392,1
51776,22285,0
51776,17969,0
51776,10395,0
51776,14404,0
51920,7640,1
51920,6817,0
51920,27695,0
51920,8060,0
51920,12176,0
53444,15241,1
53444,14718,0
53444,15036,0
53444,26805,0
53444,12612,0
53900,22886,1
53900,4561,0
53900,6781,0
53900,14827,0
53900,22902,0
53937,26853,1
53937,25589,0
53937,8060,0
53937,15962,0
53937,14119,0
55333,17184,1
55333,23835,0
55333,25547,0
55333,25027,0
55333,9197,0
55469,9600,1
55469,20485,0
55469,24671,0
55469,9062,0
55469,24098,0
56754,18626,1
56754,19800,0
56754,16240,0
56754,19241,0
56754,74,0
58502,2011,1
58502,7321,0
58502,11655,0
58502,13835,0
58502,12408,0
59273,8622,1
59273,18981,0
59273,27695,0
59273,26853,0
59273,25855,0
59540,23088,1
59540,14346,0
59540,11776,0
59540,16821,0
59540,10587,0
59564,18156,1
59564,14180,0
59564,11923,0
59564,15294,0
59564,7299,0
59981,14830,1
59981,27796,0
59981,14698,0
59981,19706,0
59981,9113,0
60286,18741,1
60286,17846,0
60286,15208,0
60286,17621,0
60286,24787,0
60623,18175,1
60623,23280,0
60623,6870,0
60623,26954,0
60623,1774,0
61199,5203,1
61199,9887,0
61199,27844,0
61199,20071,0
61199,25197,0
61736,167,1
61736,19895,0
61736,3432,0
61736,26300,0
61736,18152,0
62771,5649,1
62771,4818,0
62771,15587,0
62771,9178,0
62771,2446,0
63043,8060,1
63043,19470,0
63043,23431,0
63043,9510,0
63043,9842,0
63855,8060,1
63855,208,0
63855,5672,0
63855,23301,0
63855,26958,0
64436,26130,1
64436,6187,0
64436,15978,0
64436,6722,0
64436,7834,0
64716,7489,1
64716,263,0
64716,11958,0
64716,3481,0
64716,4900,0
65369,27613,1
65369,26871,0
65369,10641,0
65369,992,0
65369,26172,0
66315,8060,1
66315,14198,0
66315,7968,0
66315,26958,0
66315,7177,0
67104,18626,1
67104,6164,0
67104,7377,0
67104,16016,0
67104,13578,0
67421,12958,1
67421,22909,0
67421,21131,0
67421,9410,0
67421,14829,0
70286,4064,1
70286,17593,0
70286,14210,0
70286,2445,0
70286,3450,0
74144,10084,1
74144,25025,0
74144,24543,0
74144,4163,0
74144,7759,0
75094,15500,1
75094,26278,0
75094,10440,0
75094,6135,0
75094,11063,0
77111,17089,1
77111,765,0
77111,25589,0
77111,20120,0
77111,2447,0
78272,16821,1
78272,24411,0
78272,19185,0
78272,14052,0
78272,26141,0
78382,11710,1
78382,13955,0
78382,23600,0
78382,9406,0
78382,1712,0
78956,2447,1
78956,4836,0
78956,14005,0
78956,26538,0
78956,23289,0
79797,21695,1
79797,24906,0
79797,20695,0
79797,4583,0
79797,4784,0
80226,123,1
80226,15761,0
80226,25963,0
80226,23698,0
80226,19328,0
80780,1787,1
80780,20481,0
80780,22111,0
80780,17991,0
80780,22753,0
82096,2447,1
82096,14891,0
82096,20309,0
82096,992,0
82096,11742,0
82519,9184,1
82519,16538,0
82519,26958,0
82519,7011,0
82519,20309,0
84301,27225,1
84301,3644,0
84301,19912,0
84301,25007,0
84301,26853,0
84703,15403,1
84703,20875,0
84703,12613,0
84703,6848,0
84703,20465,0
85489,15540,1
85489,15713,0
85489,9046,0
85489,23840,0
85489,1585,0
85905,27225,1
85905,16476,0
85905,1085,0
85905,20457,0
85905,9442,0
86038,185,1
86038,15908,0
86038,15737,0
86038,17184,0
86038,10926,0
86049,18156,1
86049,18240,0
86049,13996,0
86049,5367,0
86049,5310,0
86579,2944,1
86579,26634,0
86579,24438,0
86579,10514,0
86579,20211,0
86643,10343,1
86643,18514,0
86643,23977,0
86643,14635,0
86643,4649,0
87585,9605,1
87585,6267,0
87585,20526,0
87585,19438,0
87585,23333,0
88475,10017,1
88475,9454,0
88475,6398,0
88475,17881,0
88475,10043,0
88682,4028,1
88682,12615,0
88682,4846,0
88682,10324,0
88682,13546,0
88794,22206,1
88794,8046,0
88794,10553,0
88794,20465,0
88794,16278,0
89369,8622,1
89369,27199,0
89369,26853,0
89369,3644,0
89369,26884,0
89635,20251,1
89635,23895,0
89635,11206,0
89635,713,0
89635,20727,0
90221,19837,1
90221,20302,0
90221,9822,0
90221,18235,0
90221,357,0
91699,5367,1
91699,765,0
91699,14675,0
91699,25107,0
91699,8721,0
91947,20346,1
91947,25275,0
91947,13537,0
91947,2709,0
91947,17768,0
92883,20879,1
92883,285,0
92883,1234,0
92883,8809,0
92883,18592,0
94517,15742,1
94517,13099,0
94517,20639,0
94517,27165,0
94517,8869,0
94683,6856,1
94683,10366,0
94683,25420,0
94683,2770,0
94683,18483,0
95672,13279,1
95672,6267,0
95672,11247,0
95672,18,0
95672,5737,0
96574,21138,1
96574,14830,0
96574,9440,0
96574,27013,0
96574,11614,0
96735,27843,1
96735,24293,0
96735,10519,0
96735,2261,0
96735,9113,0
97009,18156,1
97009,7640,0
97009,22797,0
97009,3709,0
97009,25007,0
97048,27613,1
97048,5655,0
97048,8154,0
97048,15345,0
97048,21706,0
98551,4028,1
98551,5310,0
98551,461,0
98551,22447,0
98551,4618,0
98731,24496,1
98731,5995,0
98731,8272,0
98731,26875,0
98731,3075,0
102601,13447,1
102601,19565,0
102601,21199,0
102601,1600,0
102601,7786,0
102778,24139,1
102778,9810,0
102778,8973,0
102778,6075,0
102778,8214,0
102837,26382,1
102837,24049,0
102837,2650,0
102837,7545,0
102837,13175,0
103565,17889,1
103565,16276,0
103565,6735,0
103565,9986,0
103565,11949,0
106042,12845,1
106042,7083,0
106042,19432,0
106042,9823,0
106042,14545,0
106694,23686,1
106694,765,0
106694,1811,0
106694,25401,0
106694,15070,0
106697,18156,1
106697,27794,0
106697,15962,0
106697,5367,0
106697,5840,0
107833,13803,1
107833,21097,0
107833,1072,0
107833,4018,0
107833,18987,0
107906,1645,1
107906,7385,0
107906,7278,0
107906,7493,0
107906,21862,0
109125,8060,1
109125,8136,0
109125,911,0
109125,18798,0
109125,22833,0
109263,24965,1
109263,14337,0
109263,7681,0
109263,6438,0
109263,12199,0
109405,621,1
109405,8928,0
109405,24291,0
109405,22712,0
109405,19505,0
110528,8060,1
110528,1343,0
110528,19848,0
110528,11060,0
110528,18798,0
112567,17089,1
112567,7266,0
112567,22266,0
112567,5314,0
112567,12524,0
115406,7023,1
115406,11747,0
115406,15778,0
115406,19848,0
115406,3563,0
117352,2814,1
117352,5036,0
117352,16538,0
117352,5886,0
117352,19635,0
119066,12317,1
119066,8477,0
119066,17382,0
119066,3772,0
119066,13573,0
121133,5870,1
121133,26941,0
121133,23874,0
121133,17399,0
121133,13285,0
123068,18156,1
123068,1789,0
123068,14931,0
123068,13933,0
123068,390,0
123105,18204,1
123105,22456,0
123105,18806,0
123105,28080,0
123105,1246,0
123253,16992,1
123253,3057,0
123253,1721,0
123253,5926,0
123253,19272,0
123283,18626,1
123283,2730,0
123283,22087,0
123283,6164,0
123283,23490,0
123323,9687,1
123323,24243,0
123323,10289,0
123323,15040,0
123323,13900,0
126467,2447,1
126467,7525,0
126467,12159,0
126467,12068,0
126467,13692,0
127593,18156,1
127593,9742,0
127593,27695,0
127593,5972,0
127593,26719,0
127842,23028,1
127842,22103,0
127842,11632,0
127842,10115,0
127842,4281,0
128480,9954,1
128480,20921,0
128480,7247,0
128480,5388,0
128480,247,0
130137,14377,1
130137,18016,0
130137,14443,0
130137,24065,0
130137,14468,0
130776,5601,1
130776,12215,0
130776,16345,0
130776,23454,0
130776,17162,0
130813,5311,1
130813,25230,0
130813,27967,0
130813,25564,0
130813,12480,0
132016,8060,1
132016,15157,0
132016,17588,0
132016,18511,0
132016,26958,0
132401,4806,1
132401,20521,0
132401,8001,0
132401,23309,0
132401,18111,0
132777,24422,1
132777,25670,0
132777,27079,0
132777,18165,0
132777,20223,0
133581,22886,1
133581,10426,0
133581,10843,0
133581,12160,0
133581,25447,0
133805,26853,1
133805,27695,0
133805,13996,0
133805,12906,0
133805,20457,0
134188,15249,1
134188,1581,0
134188,18137,0
134188,1875,0
134188,1308,0
134653,2386,1
134653,14748,0
134653,10454,0
134653,10289,0
134653,1105,0
136303,15403,1
136303,8215,0
136303,14821,0
136303,13643,0
136303,24830,0
136406,27225,1
136406,26322,0
136406,9442,0
136406,16991,0
136406,25855,0
136493,12040,1
136493,18269,0
136493,14797,0
136493,4171,0
136493,17865,0
136496,11065,1
136496,3330,0
136496,19464,0
136496,25029,0
136496,7079,0
137543,8525,1
137543,25890,0
137543,24427,0
137543,13608,0
137543,8383,0
137894,22025,1
137894,10720,0
137894,18910,0
137894,4296,0
137894,6047,0
138683,7640,1
138683,21809,0
138683,3753,0
138683,27086,0
138683,9742,0
140751,16446,1
140751,6166,0
140751,9206,0
140751,23054,0
140751,25158,0
140776,14507,1
140776,27505,0
140776,10573,0
140776,24238,0
140776,15009,0
140938,9914,1
140938,25031,0
140938,11480,0
140938,23116,0
140938,21408,0
142693,7349,1
142693,17620,0
142693,7127,0
142693,2474,0
142693,8602,0
143920,21608,1
143920,26811,0
143920,5928,0
143920,19985,0
143920,12077,0
148101,2672,1
148101,21397,0
148101,9772,0
148101,23588,0
148101,19863,0
148608,13081,1
148608,5840,0
148608,7539,0
148608,21812,0
148608,2855,0
149181,18156,1
149181,23419,0
149181,15962,0
149181,18208,0
149181,9742,0
149566,26209,1
149566,13065,0
149566,11949,0
149566,22580,0
149566,1342,0
149733,23088,1
149733,21706,0
149733,22764,0
149733,26958,0
149733,26365,0
150919,22508,1
150919,21659,0
150919,16737,0
150919,7527,0
150919,8436,0
151829,9184,1
151829,11169,0
151829,24227,0
151829,17235,0
151829,24058,0
153052,27869,1
153052,14756,0
153052,5990,0
153052,19995,0
153052,20774,0
153349,2499,1
153349,307,0
153349,22394,0
153349,17890,0
153349,1776,0
155237,18156,1
155237,2814,0
155237,24355,0
155237,5655,0
155237,1986,0
156249,18861,1
156249,10407,0
156249,9087,0
156249,14336,0
156249,3954,0
156565,18156,1
156565,24209,0
156565,23363,0
156565,27410,0
156565,8679,0
156756,2072,1
156756,21693,0
156756,27463,0
156756,19645,0
156756,26875,0
157920,3874,1
157920,12888,0
157920,15337,0
157920,14808,0
157920,10632,0
159593,6339,1
159593,21029,0
159593,26936,0
159593,16600,0
159593,22523,0
163124,17653,1
163124,637,0
163124,2335,0
163124,8730,0
163124,18337,0
165232,27225,1
165232,26719,0
165232,16205,0
165232,25589,0
165232,5243,0
165696,9213,1
165696,24243,0
165696,17483,0
165696,2644,0
165696,17434,0
166643,21577,1
166643,6869,0
166643,22748,0
166643,21559,0
166643,24069,0
168386,27195,1
168386,17771,0
168386,11756,0
168386,18485,0
168386,5277,0
170261,16809,1
170261,9171,0
170261,26247,0
170261,17363,0
170261,15229,0
170700,16529,1
170700,7636,0
170700,7155,0
170700,18576,0
170700,4005,0
172887,150,1
172887,24065,0
172887,16802,0
172887,675,0
172887,19267,0
172912,16117,1
172912,24200,0
172912,8745,0
172912,27452,0
172912,26818,0
173213,9663,1
173213,20021,0
173213,1262,0
173213,7760,0
173213,12731,0
175443,15140,1
175443,22966,0
175443,27321,0
175443,2849,0
175443,19870,0
176244,8448,1
176244,16454,0
176244,19362,0
176244,18040,0
176244,20219,0
176959,2794,1
176959,12905,0
176959,23835,0
176959,12324,0
176959,24431,0
177788,21322,1
177788,3169,0
177788,16026,0
177788,12752,0
177788,4473,0
178315,3916,1
178315,24065,0
178315,942,0
178315,4005,0
178315,18886,0
178961,8060,1
178961,25955,0
178961,22814,0
178961,27225,0
178961,13015,0
179240,23088,1
179240,22886,0
179240,9842,0
179240,5422,0
179240,11776,0
179618,17089,1
179618,20309,0
179618,20939,0
179618,5886,0
179618,13942,0
181843,5663,1
181843,20391,0
181843,10673,0
181843,21355,0
181843,2967,0
182280,18156,1
182280,19805,0
182280,4149,0
182280,3450,0
182280,13495,0
182316,4420,1
182316,7573,0
182316,13731,0
182316,18968,0
182316,26337,0
182336,3473,1
182336,24927,0
182336,24525,0
182336,23752,0
182336,20234,0
182822,1151,1
182822,24786,0
182822,2057,0
182822,15178,0
182822,19642,0
184441,11742,1
184441,15777,0
184441,8691,0
184441,9879,0
184441,10120,0
184887,18156,1
184887,1991,0
184887,21328,0
184887,6041,0
184887,208,0
185126,16064,1
185126,24065,0
185126,17146,0
185126,9361,0
185126,19778,0
185313,18156,1
185313,2873,0
185313,15249,0
185313,26884,0
185313,14119,0
187073,26131,1
187073,21338,0
187073,23981,0
187073,26527,0
187073,15045,0
190379,2942,1
190379,11135,0
190379,21018,0
190379,4429,0
190379,6142,0
191487,12845,1
191487,12449,0
191487,26598,0
191487,20692,0
191487,20916,0
191770,8060,1
191770,17815,0
191770,21866,0
191770,7640,0
191770,14827,0
191792,22704,1
191792,8769,0
191792,9782,0
191792,25329,0
191792,837,0
192142,24228,1
192142,17620,0
192142,21537,0
192142,26674,0
192142,16927,0
192638,8124,1
192638,10592,0
192638,9622,0
192638,25912,0
192638,6052,0
193599,3591,1
193599,2786,0
193599,12098,0
193599,4558,0
193599,25611,0
194854,854,1
194854,26379,0
194854,7148,0
194854,5470,0
194854,19822,0
195369,8622,1
195369,3709,0
195369,19393,0
195369,19912,0
195369,9442,0
196234,5870,1
196234,14684,0
196234,20757,0
196234,14299,0
196234,26941,0
196931,18156,1
196931,20457,0
196931,2506,0
196931,12983,0
196931,12906,0
197828,14959,1
197828,21022,0
197828,27844,0
197828,8532,0
197828,14004,0
198381,5484,1
198381,25782,0
198381,11043,0
198381,24105,0
198381,5722,0
198423,8060,1
198423,23550,0
198423,19897,0
198423,22814,0
198423,4193,0
198512,19882,1
198512,20424,0
198512,10915,0
198512,11039,0
198512,22544,0
199846,20027,1
199846,6502,0
199846,4412,0
199846,3392,0
199846,78,0
200022,21888,1
200022,15184,0
200022,12671,0
200022,9781,0
200022,11462,0
201353,2850,1
201353,16607,0
201353,8251,0
201353,25082,0
201353,2668,0
201757,4679,1
201757,8071,0
201757,13356,0
201757,8914,0
201757,12891,0
201767,20612,1
201767,11632,0
201767,8260,0
201767,20465,0
201767,5205,0
201882,18156,1
201882,3753,0
201882,19917,0
201882,15506,0
201882,21890,0
202735,20604,1
202735,24291,0
202735,19800,0
202735,17761,0
202735,6468,0
204249,6178,1
204249,13204,0
204249,9419,0
204249,5068,0
204249,26665,0
204399,27768,1
204399,5829,0
204399,27009,0
204399,19435,0
204399,12715,0
205719,5106,1
205719,22168,0
205719,4248,0
205719,16908,0
205719,3812,0
205752,18156,1
205752,4028,0
205752,13922,0
205752,7827,0
205752,2273,0
206190,8060,1
206190,13081,0
206190,6007,0
206190,835,0
206190,20449,0
206436,2447,1
206436,19106,0
206436,10426,0
206436,14553,0
206436,17311,0
206464,15501,1
206464,23080,0
206464,13786,0
206464,21862,0
206464,4890,0
208353,12767,1
208353,5987,0
208353,5845,0
208353,1397,0
208353,20646,0
209797,9663,1
209797,21287,0
209797,18192,0
209797,7571,0
209797,21031,0
210615,26651,1
210615,18557,0
210615,1709,0
210615,12790,0
210615,11779,0
211335,8622,1
211335,2873,0
211335,3644,0
211335,14639,0
211335,13660,0
211911,22060,1
211911,16570,0
211911,20386,0
211911,9343,0
211911,8925,0
213372,6982,1
213372,12088,0
213372,15713,0
213372,5979,0
213372,8764,0
213394,8582,1
213394,18273,0
213394,6410,0
213394,4725,0
213394,24355,0
213688,8060,1
213688,11950,0
213688,25516,0
213688,10974,0
213688,6247,0
219686,26541,1
219686,19907,0
219686,10196,0
219686,22702,0
219686,2366,0
220065,9184,1
220065,16909,0
220065,16560,0
220065,20847,0
220065,4193,0
220382,9102,1
220382,18541,0
220382,10935,0
220382,16468,0
220382,25391,0
222517,4806,1
222517,4589,0
222517,24051,0
222517,20711,0
222517,18139,0
222654,8060,1
222654,5668,0
222654,3334,0
222654,4446,0
222654,25982,0
223671,19882,1
223671,19607,0
223671,347,0
223671,23786,0
223671,26524,0
223723,15779,1
223723,26224,0
223723,27306,0
223723,14279,0
223723,10626,0
224178,18719,1
224178,5722,0
224178,26335,0
224178,12090,0
224178,9190,0
225576,15140,1
225576,2277,0
225576,19768,0
225576,18346,0
225576,7540,0
226383,10390,1
226383,182,0
226383,24287,0
226383,12683,0
226383,24251,0
226605,18626,1
226605,1322,0
226605,6164,0
226605,5767,0
226605,12228,0
226638,18626,1
226638,25586,0
226638,2081,0
226638,16240,0
226638,5767,0
229035,20635,1
229035,5304,0
229035,21384,0
229035,18140,0
229035,16531,0
229667,11703,1
229667,1198,0
229667,22297,0
229667,2291,0
229667,16240,0
232068,8060,1
232068,3334,0
232068,26005,0
232068,217,0
232068,15644,0
232568,26328,1
232568,13759,0
232568,10562,0
232568,26760,0
232568,22651,0
233992,3338,1
233992,25415,0
233992,3981,0
233992,9645,0
233992,13081,0
235634,5106,1
235634,18138,0
235634,9757,0
235634,9134,0
235634,11307,0
236711,18156,1
236711,8248,0
236711,16476,0
236711,15962,0
236711,6500,0
237295,26104,1
237295,15426,0
237295,3560,0
237295,50,0
237295,26555,0
239621,528,1
239621,7948,0
239621,7755,0
239621,11307,0
239621,27954,0
240227,15029,1
240227,5071,0
240227,19078,0
240227,1238,0
240227,685,0
240390,17106,1
240390,9046,0
240390,19151,0
240390,15587,0
240390,27768,0
241118,26011,1
241118,6746,0
241118,22938,0
241118,21283,0
241118,23451,0
241532,5693,1
241532,18242,0
241532,871,0
241532,22400,0
241532,17620,0
241950,10991,1
241950,766,0
241950,2095,0
241950,24745,0
241950,26620,0
242328,18626,1
242328,3320,0
242328,15572,0
242328,12676,0
242328,7377,0
245481,23493,1
245481,10038,0
245481,24102,0
245481,26243,0
245481,15919,0
246400,18156,1
246400,13081,0
246400,21890,0
246400,10640,0
246400,8622,0
247016,13658,1
247016,5533,0
247016,13901,0
247016,675,0
247016,10395,0
249369,8060,1
249369,24547,0
249369,5704,0
249369,18798,0
249369,18699,0
249783,18650,1
249783,19863,0
249783,11774,0
249783,22638,0
249783,10996,0
250447,18145,1
250447,16527,0
250447,7561,0
250447,23575,0
250447,14524,0
251109,13922,1
251109,20375,0
251109,1233,0
251109,7177,0
251109,27455,0
251410,561,1
251410,21038,0
251410,14117,0
251410,15009,0
251410,13144,0
252083,25785,1
252083,18913,0
252083,12219,0
252083,24646,0
252083,7311,0
253241,16360,1
253241,5850,0
253241,13074,0
253241,6180,0
253241,12242,0
254610,14584,1
254610,5365,0
254610,15406,0
254610,17969,0
254610,8207,0
255481,3846,1
255481,559,0
255481,16460,0
255481,1648,0
255481,13633,0
256046,17146,1
256046,14086,0
256046,13358,0
256046,26424,0
256046,27611,0
257641,2173,1
257641,25324,0
257641,17188,0
257641,19340,0
257641,5757,0
258403,16066,1
258403,2902,0
258403,18879,0
258403,19201,0
258403,13218,0
258516,18737,1
258516,19336,0
258516,25145,0
258516,10816,0
258516,1504,0
258704,26044,1
258704,17261,0
258704,24741,0
258704,18846,0
258704,434,0
261059,20752,1
261059,5770,0
261059,24895,0
261059,8434,0
261059,16645,0
261456,7963,1
261456,4425,0
261456,22364,0
261456,4028,0
261456,25007,0
262227,18156,1
262227,2873,0
262227,390,0
262227,18240,0
262227,8248,0
263691,101,1
263691,20321,0
263691,11251,0
263691,26813,0
263691,11603,0
265175,17363,1
265175,15779,0
265175,14208,0
265175,7327,0
265175,18763,0
265676,18156,1
265676,1469,0
265676,4149,0
265676,4401,0
265676,6369,0
265683,20382,1
265683,5301,0
265683,6684,0
265683,10800,0
265683,7797,0
265715,16950,1
265715,18122,0
265715,11149,0
265715,19853,0
265715,2044,0
265930,19454,1
265930,19940,0
265930,24833,0
265930,12424,0
265930,12131,0
266212,23088,1
266212,23301,0
266212,16560,0
266212,21005,0
266212,11776,0
267048,4028,1
267048,2536,0
267048,6691,0
267048,8026,0
267048,16382,0
267308,18156,1
267308,18240,0
267308,15904,0
267308,13933,0
267308,19393,0
269836,4504,1
269836,27011,0
269836,13062,0
269836,13031,0
269836,713,0
269958,9184,1
269958,19635,0
269958,20928,0
269958,26011,0
269958,22302,0
270854,17764,1
270854,19497,0
270854,6554,0
270854,13386,0
270854,19681,0
272195,26083,1
272195,6519,0
272195,15903,0
272195,7356,0
272195,18853,0
272474,2824,1
272474,21060,0
272474,5899,0
272474,1076,0
272474,15337,0
272583,4028,1
272583,22305,0
272583,16871,0
272583,23451,0
272583,6626,0
273063,1789,1
273063,1080,0
273063,16991,0
273063,15904,0
273063,7222,0
274138,11399,1
274138,23252,0
274138,12834,0
274138,17958,0
274138,20439,0
274456,8959,1
274456,7925,0
274456,949,0
274456,19641,0
274456,14428,0
275193,4167,1
275193,17363,0
275193,303,0
275193,7018,0
275193,2454,0
276022,17854,1
276022,5412,0
276022,11046,0
276022,25093,0
276022,21145,0
276760,8481,1
276760,10214,0
276760,23301,0
276760,10026,0
276760,11458,0
276876,21482,1
276876,2667,0
276876,26379,0
276876,6225,0
276876,3637,0
277146,5868,1
277146,3425,0
277146,26688,0
277146,26713,0
277146,20921,0
279556,27225,1
279556,3709,0
279556,19739,0
279556,8622,0
279556,10979,0
280049,1241,1
280049,27902,0
280049,8544,0
280049,22964,0
280049,586,0
281585,20833,1
281585,16342,0
281585,19732,0
281585,15775,0
281585,16635,0
284557,18156,1
284557,26011,0
284557,2447,0
284557,2688,0
284557,24355,0
287108,22168,1
287108,19017,0
287108,11859,0
287108,15266,0
287108,7000,0
287709,2616,1
287709,7958,0
287709,10887,0
287709,1212,0
287709,15195,0
289922,8469,1
289922,8072,0
289922,13605,0
289922,9717,0
289922,3342,0
290043,11804,1
290043,27251,0
290043,21266,0
290043,10238,0
290043,24308,0
291406,9184,1
291406,21164,0
291406,23451,0
291406,11742,0
291406,14820,0
291858,425,1
291858,20720,0
291858,17854,0
291858,2911,0
291858,23084,0
292892,14803,1
292892,16188,0
292892,2827,0
292892,9366,0
292892,18913,0
295794,8622,1
295794,26853,0
295794,2015,0
295794,18261,0
295794,7222,0
295977,648,1
295977,20467,0
295977,4590,0
295977,7829,0
295977,20199,0
296980,17089,1
296980,23245,0
296980,13942,0
296980,12527,0
296980,6235,0
297604,24878,1
297604,22919,0
297604,13902,0
297604,17173,0
297604,19937,0
297886,7640,1
297886,19917,0
297886,26884,0
297886,8918,0
297886,3644,0
299607,25385,1
299607,5070,0
299607,20092,0
299607,24309,0
299607,18258,0
300094,8060,1
300094,11465,0
300094,13922,0
300094,22814,0
300094,18981,0
300823,15715,1
300823,24964,0
300823,19234,0
300823,493,0
300823,5323,0
301078,8789,1
301078,14452,0
301078,24864,0
301078,8753,0
301078,18102,0
301944,9268,1
301944,5562,0
301944,4227,0
301944,15763,0
301944,3883,0
303643,18626,1
303643,16589,0
303643,26496,0
303643,2942,0
303643,15756,0
304231,27225,1
304231,5243,0
304231,13996,0
304231,9742,0
304231,25007,0
304418,20207,1
304418,10564,0
304418,14036,0
304418,12394,0
304418,8807,0
304914,295,1
304914,14357,0
304914,568,0
304914,1091,0
304914,2337,0
306391,9055,1
306391,25547,0
306391,21208,0
306391,22276,0
306391,18996,0
307452,8959,1
307452,21695,0
307452,21076,0
307452,7925,0
307452,17571,0
308514,7640,1
308514,1789,0
308514,14931,0
308514,11352,0
308514,15506,0
308910,6589,1
308910,3121,0
308910,10880,0
308910,2690,0
308910,26074,0
310029,19912,1
310029,27695,0
310029,8362,0
310029,390,0
310029,20457,0
310423,12251,1
310423,23275,0
310423,9583,0
310423,3425,0
310423,14908,0
310727,4028,1
310727,1257,0
310727,495,0
310727,27275,0
310727,20400,0
311052,12516,1
311052,7144,0
311052,22802,0
311052,15040,0
311052,991,0
311713,15403,1
311713,26429,0
311713,9838,0
311713,3680,0
311713,6848,0
312174,9184,1
312174,22489,0
312174,2745,0
312174,114,0
312174,880,0
312823,148,1
312823,400,0
312823,25068,0
312823,22651,0
312823,18531,0
315224,7640,1
315224,25855,0
315224,18320,0
315224,27225,0
315224,11352,0
316586,13081,1
316586,27870,0
316586,23147,0
316586,24135,0
316586,15138,0
317161,15227,1
